Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),LIVING_UNIT1:Zone Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Air Relative Humidity [%](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air Relative Humidity [%](TimeStep),CRAWLSPACE_UNIT1:Zone Air Relative Humidity [%](TimeStep),Whole Building:Facility Total Purchased Electricity Energy [J](TimeStep),Whole Building:Facility Total Surplus Electricity Energy [J](TimeStep),Whole Building:Facility Net Purchased Electricity Energy [J](TimeStep),DAYSOFWEEK:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Photovoltaic:ElectricityProduced [J](TimeStep),Cogeneration:ElectricityPurchased [J](TimeStep),Cogeneration:ElectricitySurplusSold [J](TimeStep) 
 01/01  01:45:00,,,,,,,,,,,,,,,461763.40092559906,0.0,381775.94942402307,0.0,461763.400925599,0.0 
 01/01  01:50:00,,,,,,,,,,,,,,,459213.2943500469,0.0,379226.4096571824,0.0,459213.29435004686,0.0 
 01/01  01:55:00,,,,,,,,,,,,,,,456602.2331470046,0.0,376620.8299043955,0.0,456602.2331470046,0.0 
 01/01  02:00:00,,,,,,,,,,,,,,,453944.58390554357,0.0,373971.35486369408,0.0,453944.5839055435,0.0 
 01/01  02:05:00,,,,,,,,,,,,,,,457427.544609177,0.0,376958.9336927237,0.0,457427.5446091769,0.0 
 01/01  02:10:00,,,,,,,,,,,,,,,460951.51428300529,0.0,379979.2707693857,0.0,460951.51428300517,0.0 
 01/01  02:15:00,,,,,,,,,,,,,,,464452.2870011242,0.0,382978.1759222768,0.0,464452.28700112408,0.0 
 01/01  02:20:00,,,,,,,,,,,,,,,467957.51102323285,0.0,385978.9648946074,0.0,467957.51102323285,0.0 
 01/01  02:25:00,,,,,,,,,,,,,,,471466.0972686229,0.0,388980.70503377637,0.0,471466.0972686228,0.0 
 01/01  02:30:00,,,,,,,,,,,,,,,474972.82342092486,0.0,391978.9733184044,0.0,474972.8234209247,0.0 
 01/01  02:35:00,,,,,,,,,,,,,,,477326.7695129972,0.0,393792.47124032556,0.0,477326.7695129971,0.0 
 01/01  02:40:00,,,,,,,,,,,,,,,486629.70648388427,0.0,403095.4082112126,0.0,486629.7064838842,0.0 
 01/01  02:45:00,,,,,,,,,,,,,,,495873.3533703716,0.0,412339.0550977,0.0,495873.3533703715,0.0 
 01/01  02:50:00,,,,,,,,,,,,,,,505085.89585990118,0.0,421551.5975872295,0.0,505085.8958599011,0.0 
 01/01  02:55:00,,,,,,,,,,,,,,,514252.2845404212,0.0,430717.98626774959,0.0,514252.2845404211,0.0 
 01/01  03:00:00,,,,,,,,,,,,,,,523383.791109726,0.0,439849.49283705439,0.0,523383.7911097259,0.0 
 01/01  03:05:00,,,,,,,,,,,,,,,515491.5842638802,0.0,431957.28599120859,0.0,515491.58426388018,0.0 
 01/01  03:10:00,,,,,,,,,,,,,,,507678.3035240843,0.0,424144.00525141265,0.0,507678.3035240842,0.0 
 01/01  03:15:00,,,,,,,,,,,,,,,1411192.0822284297,0.0,416367.5403232194,0.0,1411192.0822284297,0.0 
 01/01  03:20:00,,,,,,,,,,,,,,,1231065.489883443,0.0,408503.8333794465,0.0,1231065.4898834429,0.0 
 01/01  03:25:00,,,,,,,,,,,,,,,483768.24823852747,0.0,400233.9499658558,0.0,483768.2482385274,0.0 
 01/01  03:30:00,,,,,,,,,,,,,,,476037.46127761036,0.0,392503.1630049387,0.0,476037.4612776102,0.0 
 01/01  03:35:00,,,,,,,,,,,,,,,473427.75360370197,0.0,390259.4176257382,0.0,473427.7536037019,0.0 
 01/01  03:40:00,,,,,,,,,,,,,,,470378.3054738539,0.0,387595.3527596705,0.0,470378.30547385397,0.0 
 01/01  03:45:00,,,,,,,,,,,,,,,467356.4801834615,0.0,384953.622491734,0.0,467356.4801834615,0.0 
 01/01  03:50:00,,,,,,,,,,,,,,,464397.38876377828,0.0,382363.79436931709,0.0,464397.3887637782,0.0 
 01/01  03:55:00,,,,,,,,,,,,,,,461497.0455975461,0.0,379822.46895498866,0.0,461497.04559754606,0.0 
 01/01  04:00:00,,,,,,,,,,,,,,,458673.9945755421,0.0,377345.21802936229,0.0,458673.99457554207,0.0 
 01/01  04:05:00,,,,,,,,,,,,,,,478414.760191379,0.0,381388.42033566979,0.0,478414.76019137896,0.0 
 01/01  04:10:00,,,,,,,,,,,,,,,484270.8132111316,0.0,386513.18413605217,0.0,484270.81321113157,0.0 
 01/01  04:15:00,,,,,,,,,,,,,,,489795.0773938652,0.0,391247.14227473436,0.0,489795.07739386518,0.0 
 01/01  04:20:00,,,,,,,,,,,,,,,502690.5745574345,0.0,403982.3168534041,0.0,502690.57455743438,0.0 
 01/01  04:25:00,,,,,,,,,,,,,,,517885.8060714173,0.0,419177.5483673869,0.0,517885.80607141726,0.0 
 01/01  04:30:00,,,,,,,,,,,,,,,533281.5341474942,0.0,434573.27644346389,0.0,533281.5341474942,0.0 
 01/01  04:35:00,,,,,,,,,,,,,,,548796.1152681795,0.0,450087.8575641491,0.0,548796.1152681795,0.0 
 01/01  04:40:00,,,,,,,,,,,,,,,564434.7878955474,0.0,465726.5301915169,0.0,564434.7878955472,0.0 
 01/01  04:45:00,,,,,,,,,,,,,,,580140.2832924898,0.0,481432.02558845948,0.0,580140.2832924898,0.0 
 01/01  04:50:00,,,,,,,,,,,,,,,596057.1877653082,0.0,497348.9300612778,0.0,596057.1877653082,0.0 
 01/01  04:55:00,,,,,,,,,,,,,,,612053.5313438685,0.0,513345.2736398381,0.0,612053.5313438684,0.0 
 01/01  05:00:00,,,,,,,,,,,,,,,628147.9656003718,0.0,529439.7078963415,0.0,628147.9656003718,0.0 
 01/01  05:05:00,,,,,,,,,,,,,,,646646.4775780286,0.0,523280.5357980401,0.0,646646.4775780285,0.0 
 01/01  05:10:00,,,,,,,,,,,,,,,646058.6325035724,0.0,522692.69072358406,0.0,646058.6325035725,0.0 
 01/01  05:15:00,,,,,,,,,,,,,,,646199.8955823993,0.0,522833.95380241089,0.0,646199.8955823992,0.0 
 01/01  05:20:00,,,,,,,,,,,,,,,646475.7263402961,0.0,523109.78456030777,0.0,646475.7263402962,0.0 
 01/01  05:25:00,,,,,,,,,,,,,,,646827.7795485543,0.0,523461.8377685659,0.0,646827.7795485545,0.0 
 01/01  05:30:00,,,,,,,,,,,,,,,647238.285732189,0.0,523872.3439522005,0.0,647238.2857321889,0.0 
 01/01  05:35:00,,,,,,,,,,,,,,,647696.8114041344,0.0,524330.8696241459,0.0,647696.8114041343,0.0 
 01/01  05:40:00,,,,,,,,,,,,,,,648197.4154927654,0.0,524831.473712777,0.0,648197.4154927654,0.0 
 01/01  05:45:00,,,,,,,,,,,,,,,648736.1656701091,0.0,525370.2238901208,0.0,648736.165670109,0.0 
 01/01  05:50:00,,,,,,,,,,,,,,,649310.225819029,0.0,525944.2840390406,0.0,649310.2258190289,0.0 
 01/01  05:55:00,,,,,,,,,,,,,,,649917.3973741913,0.0,526551.4555942029,0.0,649917.3973741912,0.0 
 01/01  06:00:00,,,,,,,,,,,,,,,650548.394690262,0.0,527182.4529102736,0.0,650548.3946902619,0.0 
 01/01  06:05:00,,,,,,,,,,,,,,,1538524.386666589,0.0,526201.7742099848,0.0,1538524.386666589,0.0 
 01/01  06:10:00,,,,,,,,,,,,,,,1556224.7809380675,0.0,526431.1167990004,0.0,1556224.7809380675,0.0 
 01/01  06:15:00,,,,,,,,,,,,,,,641241.2469885707,0.0,526387.3924540924,0.0,641241.2469885707,0.0 
 01/01  06:20:00,,,,,,,,,,,,,,,641742.799873679,0.0,526888.9453392007,0.0,641742.7998736788,0.0 
 01/01  06:25:00,,,,,,,,,,,,,,,642405.129345359,0.0,527551.2748108807,0.0,642405.129345359,0.0 
 01/01  06:30:00,,,,,,,,,,,,,,,643106.4621760375,0.0,528252.6076415591,0.0,643106.4621760374,0.0 
 01/01  06:35:00,,,,,,,,,,,,,,,643841.7900059853,0.0,528987.935471507,0.0,643841.7900059854,0.0 
 01/01  06:40:00,,,,,,,,,,,,,,,644607.056300699,0.0,529753.2017662206,0.0,644607.056300699,0.0 
 01/01  06:45:00,,,,,,,,,,,,,,,645398.7084412496,0.0,530544.8539067712,0.0,645398.7084412495,0.0 
 01/01  06:50:00,,,,,,,,,,,,,,,646213.537670777,0.0,531359.6831362986,0.0,646213.5376707768,0.0 
 01/01  06:55:00,,,,,,,,,,,,,,,647048.6000944171,0.0,532194.7455599387,0.0,647048.6000944171,0.0 
 01/01  07:00:00,,,,,,,,,,,,,,,1808988.5850925686,0.0,533047.3127231334,0.0,1808988.5850925686,0.0 
 01/01  07:05:00,,,,,,,,,,,,,,,1317874.611549738,0.0,540788.0555437818,0.0,1317874.6115497379,0.0 
 01/01  07:10:00,,,,,,,,,,,,,,,647084.3113221389,0.0,537920.6915744201,0.0,647084.3113221389,0.0 
 01/01  07:15:00,,,,,,,,,,,,,,,644533.34761966,0.0,535369.7278719412,0.0,644533.34761966,0.0 
 01/01  07:20:00,,,,,,,,,,,,,,,642408.8406300645,0.0,533245.2208823457,0.0,642408.8406300644,0.0 
 01/01  07:25:00,,,,,,,,,,,,,,,640206.2123712169,0.0,531042.592623498,0.0,640206.2123712166,0.0 
 01/01  07:30:00,,,,,,,,,,,,,,,621670.7510054844,0.0,512507.1312577656,31134.180018567185,591781.9381876597,0.0 
 01/01  07:35:00,,,,,,,,,,,,,,,606360.7882666658,0.0,497197.168518947,45296.11783860197,562876.5151416079,0.0 
 01/01  07:40:00,,,,,,,,,,,,,,,591468.1457315786,0.0,482304.5259838598,60889.99489951757,533013.7506280417,0.0 
 01/01  07:45:00,,,,,,,,,,,,,,,1524325.0609992834,0.0,464132.0980881885,80681.48810973467,1446870.832413938,0.0 
 01/01  07:50:00,,,,,,,,,,,,,,,1461540.038858519,0.0,445948.78534032197,101354.69178632155,1364239.5347436504,0.0 
 01/01  07:55:00,,,,,,,,,,,,,,,535919.5755696744,0.0,426755.9558219556,124116.31658968242,416767.9116435792,0.0 
 01/01  08:00:00,,,,,,,,,,,,,,,517023.2211341731,0.0,407859.6013864543,148282.27011886726,374672.2418200605,0.0 
 01/01  08:05:00,,,,,,,,,,,,,,,519233.4516144391,0.0,436624.26087159817,169495.01953333748,356518.23286243519,0.0 
 01/01  08:10:00,,,,,,,,,,,,,,,505158.1117032325,0.0,422548.9209603915,192282.63492804129,320566.78217231287,0.0 
 01/01  08:15:00,,,,,,,,,,,,,,,490109.60688901806,0.0,407500.4161461771,216559.99021957787,282212.01627822328,0.0 
 01/01  08:20:00,,,,,,,,,,,,,,,486526.9603386135,0.0,404918.7630680142,242262.84379593703,253954.63029451399,0.0 
 01/01  08:25:00,,,,,,,,,,,,,,,480353.22924170366,0.0,399853.17394602848,271683.34560056569,219537.21746516054,0.0 
 01/01  08:30:00,,,,,,,,,,,,,,,1541506.1092253829,0.0,394997.67157364336,300411.7898284994,1253110.7909900235,0.0 
 01/01  08:35:00,,,,,,,,,,,,,,,1269721.7673349428,0.0,390388.29522006577,323959.1891684067,958720.9457332725,0.0 
 01/01  08:40:00,,,,,,,,,,,,,,,463645.84027880246,0.0,386163.92753220399,348262.2841261437,129314.0475177044,0.0 
 01/01  08:45:00,,,,,,,,,,,,,,,458311.5729330805,0.0,381789.6084103297,373303.9857367902,99939.74662576197,0.0 
 01/01  08:50:00,,,,,,,,,,,,,,,452945.80018962136,0.0,377382.94060552198,399063.30218437177,69845.0300926246,0.0 
 01/01  08:55:00,,,,,,,,,,,,,,,447463.0811386548,0.0,372870.9900900573,425516.4473602344,38967.29167282979,0.0 
 01/01  09:00:00,,,,,,,,,,,,,,,441862.5643630668,0.0,368252.9003039843,452637.5385767675,7330.527329370033,0.0 
 01/01  09:05:00,,,,,,,,,,,,,,,428566.5918719992,0.0,362441.9149066246,480399.049396537,0.0,32616.495548676376 
 01/01  09:10:00,,,,,,,,,,,,,,,415878.23975904876,0.0,351480.72827319326,508501.21424683867,0.0,72282.92591791638 
 01/01  09:15:00,,,,,,,,,,,,,,,1515115.7987760374,0.0,340426.30066171378,537478.1229771755,1024743.3317986417,25606.531080692886 
 01/01  09:20:00,,,,,,,,,,,,,,,1130526.2640168023,0.0,329162.78893001106,567002.1844620039,637643.1912989888,51439.02436571027 
 01/01  09:25:00,,,,,,,,,,,,,,,377265.78516286917,0.0,318134.8933232994,597042.1774409809,0.0,195894.7051804725 
 01/01  09:30:00,,,,,,,,,,,,,,,364589.21055398249,0.0,307189.0066554631,627565.9468167542,0.0,237874.09839010146 
 01/01  09:35:00,,,,,,,,,,,,,,,352858.9516246574,0.0,297051.3145668716,649500.9015982064,0.0,270661.9139096206 
 01/01  09:40:00,,,,,,,,,,,,,,,341425.01731576435,0.0,287168.3887069543,671482.6699356954,0.0,303198.34582250329 
 01/01  09:45:00,,,,,,,,,,,,,,,330191.59934919016,0.0,277459.05984171808,693492.8402179547,0.0,335561.52726004636 
 01/01  09:50:00,,,,,,,,,,,,,,,238911.25979646878,0.0,194393.23692027157,715512.5107493547,0.0,447980.75052291186 
 01/01  09:55:00,,,,,,,,,,,,,,,233126.47890396018,0.0,189757.62200402795,737522.369648441,0.0,474894.99595854329 
 01/01  10:00:00,,,,,,,,,,,,,,,858311.5829016155,0.0,185150.35313785033,759502.7585075714,382756.2341177454,253567.29938339859 
 01/01  10:05:00,,,,,,,,,,,,,,,1426062.8727766625,0.0,182201.9652842073,781433.7241603775,749062.0286587537,73175.5310760537 
 01/01  10:10:00,,,,,,,,,,,,,,,220307.81818580852,0.0,179396.39832017767,803295.0616535843,0.0,550855.4410016321 
 01/01  10:15:00,,,,,,,,,,,,,,,217031.56735802126,0.0,176732.35066618419,825066.3506521958,0.0,575032.1292680868 
 01/01  10:20:00,,,,,,,,,,,,,,,213846.5430685898,0.0,174142.25715608928,846726.9868976339,0.0,599011.3643531386 
 01/01  10:25:00,,,,,,,,,,,,,,,210747.37251845163,0.0,171621.75086015563,868256.2099053433,0.0,622778.5889906779 
 01/01  10:30:00,,,,,,,,,,,,,,,207729.26639048995,0.0,169166.93992244587,889633.1277772409,0.0,646318.5362756613 
 01/01  10:35:00,,,,,,,,,,,,,,,205100.94026657579,0.0,167030.31605524815,904422.4983872364,0.0,663144.658185171 
 01/01  10:40:00,,,,,,,,,,,,,,,202609.96780974489,0.0,165005.5319555991,918887.2117708217,0.0,679521.755490244 
 01/01  10:45:00,,,,,,,,,,,,,,,200218.61582970355,0.0,163061.76137693454,933016.1477749354,0.0,695476.8860342344 
 01/01  10:50:00,,,,,,,,,,,,,,,265037.29961549935,0.0,161188.6724954827,946798.2121874266,0.0,643888.9840844302 
 01/01  10:55:00,,,,,,,,,,,,,,,1845595.4557073338,0.0,159303.38672356949,960222.3554560366,923781.9944695386,0.0 
 01/01  11:00:00,,,,,,,,,,,,,,,299878.0712118498,0.0,157424.98983203399,973277.589236815,0.0,634468.4144554925 
 01/01  11:05:00,,,,,,,,,,,,,,,190782.3343151483,0.0,155390.02827151225,985953.0011512917,0.0,755732.5467900918 
 01/01  11:10:00,,,,,,,,,,,,,,,188284.66827151073,0.0,153359.11771290774,998237.768046288,0.0,770023.5890529258 
 01/01  11:15:00,,,,,,,,,,,,,,,185805.33397488844,0.0,151342.64054855676,1010121.1679834499,0.0,783910.9872892234 
 01/01  11:20:00,,,,,,,,,,,,,,,183436.8908547369,0.0,149416.38549907716,1021592.5911327953,0.0,797291.9966327467 
 01/01  11:25:00,,,,,,,,,,,,,,,181135.43208123459,0.0,147544.43704276149,1032641.5497024333,0.0,810200.4556331013 
 01/01  11:30:00,,,,,,,,,,,,,,,178909.73158900054,0.0,145734.0037548915,1043257.6870024871,0.0,822617.6479333872 
 01/01  11:35:00,,,,,,,,,,,,,,,176753.55045713418,0.0,143980.00135709405,1047949.6157013617,0.0,829278.0806161731 
 01/01  11:40:00,,,,,,,,,,,,,,,174678.59249300196,0.0,142292.04155472568,1052151.0545831554,0.0,835386.4199068272 
 01/01  11:45:00,,,,,,,,,,,,,,,172618.03840379773,0.0,140615.40554418393,1055860.1929164257,0.0,841007.746795971 
 01/01  11:50:00,,,,,,,,,,,,,,,834608.6463336299,0.0,138931.51893573919,1059075.4057653368,0.0,182103.74320109326 
 01/01  11:55:00,,,,,,,,,,,,,,,1298944.3308636803,0.0,137235.28257268479,1061795.2575351699,279620.8836299172,0.0 
 01/01  12:00:00,,,,,,,,,,,,,,,166212.00176640898,0.0,135398.73537308639,1064018.5046058966,0.0,855245.7626552516 
 01/01  12:05:00,,,,,,,,,,,,,,,163899.98803708665,0.0,133512.29820568017,1065744.09710302,0.0,859214.3451818123 
 01/01  12:10:00,,,,,,,,,,,,,,,161603.98526908185,0.0,131638.5427479272,1066971.179836617,0.0,862688.3473740704 
 01/01  12:15:00,,,,,,,,,,,,,,,159225.5986756803,0.0,129696.79347801351,1067699.0924228647,0.0,865765.5300502697 
 01/01  12:20:00,,,,,,,,,,,,,,,156490.213340361,0.0,127461.82601181903,1067927.3685865799,0.0,868720.0605027556 
 01/01  12:25:00,,,,,,,,,,,,,,,153667.25443383878,0.0,125154.50724237044,1067655.7346278616,0.0,871282.2508089083 
 01/01  12:30:00,,,,,,,,,,,,,,,150766.6596424157,0.0,122782.96304117573,1066884.1070202082,0.0,873442.083096984 
 01/01  12:35:00,,,,,,,,,,,,,,,148057.14844033324,0.0,120567.61438604046,1061048.7506432383,0.0,870549.6521771753 
 01/01  12:40:00,,,,,,,,,,,,,,,145185.18413723028,0.0,118218.45904941991,1054735.4155317744,0.0,867360.8147732731 
 01/01  12:45:00,,,,,,,,,,,,,,,142236.07112686296,0.0,115805.4456247113,1047951.4606585007,0.0,863797.3311052977 
 01/01  12:50:00,,,,,,,,,,,,,,,139211.59948836614,0.0,113330.0206224281,1040704.4083553358,0.0,859864.6325327563 
 01/01  12:55:00,,,,,,,,,,,,,,,675987.3081752663,0.0,110761.02856968147,1033001.935210051,0.0,315694.54962638267 
 01/01  13:00:00,,,,,,,,,,,,,,,1365309.980494377,0.0,108081.92353102344,1024851.8619018687,381452.19306858305,0.0 
 01/01  13:05:00,,,,,,,,,,,,,,,129800.35796790838,0.0,105617.53707576647,1016262.141866871,0.0,845811.2982242877 
 01/01  13:10:00,,,,,,,,,,,,,,,126796.40178492535,0.0,103151.7944360223,1007240.8486526571,0.0,840154.8129216253 
 01/01  13:15:00,,,,,,,,,,,,,,,123764.72839121183,0.0,100663.30062942024,997796.1617839246,0.0,834119.5869213556 
 01/01  13:20:00,,,,,,,,,,,,,,,120747.83622211938,0.0,98186.9397214344,987936.3509147158,0.0,827671.0606560077 
 01/01  13:25:00,,,,,,,,,,,,,,,117837.18144001044,0.0,95797.78183475233,977669.757986582,0.0,820725.7862271082 
 01/01  13:30:00,,,,,,,,,,,,,,,114970.75920112003,0.0,93444.93142435642,967004.7770419468,0.0,813353.8267591487 
 01/01  13:35:00,,,,,,,,,,,,,,,112229.15465939242,0.0,91194.53534396451,951287.3670670462,0.0,801006.717724972 
 01/01  13:40:00,,,,,,,,,,,,,,,109520.50065834649,0.0,88971.18611386349,935233.5236652582,0.0,788303.6820603013 
 01/01  13:45:00,,,,,,,,,,,,,,,106840.59085604307,0.0,86771.43103499747,918856.8526354648,0.0,775261.987674003 
 01/01  13:50:00,,,,,,,,,,,,,,,104202.30727081918,0.0,84605.84407714659,902171.0144099259,0.0,761881.8665627096 
 01/01  13:55:00,,,,,,,,,,,,,,,101612.18650108535,0.0,82479.79068788655,885189.7147932608,0.0,748169.9397004449 
 01/01  14:00:00,,,,,,,,,,,,,,,99079.05718878845,0.0,80400.51769692243,867926.6950173647,0.0,734130.5700278815 
 01/01  14:05:00,,,,,,,,,,,,,,,95823.09428614826,0.0,77730.42522144904,850395.7210038117,0.0,720556.7978775109 
 01/01  14:10:00,,,,,,,,,,,,,,,1282699.340841601,0.0,75142.33444737733,832610.571681034,483393.19202780807,0.0 
 01/01  14:15:00,,,,,,,,,,,,,,,645018.1045079962,0.0,72584.41173889616,814585.0261456923,0.0,136983.5205918683 
 01/01  14:20:00,,,,,,,,,,,,,,,86426.90319822572,0.0,70020.88977011547,796332.8493809254,0.0,678052.6322074627 
 01/01  14:25:00,,,,,,,,,,,,,,,83573.20603608724,0.0,67678.24482893964,777867.7761409861,0.0,663179.8590592594 
 01/01  14:30:00,,,,,,,,,,,,,,,80859.5279055673,0.0,65449.96724544987,759203.4924714782,0.0,647975.8248670518 
 01/01  14:35:00,,,,,,,,,,,,,,,78908.48887988289,0.0,63847.67770015385,732306.593411178,0.0,624105.8407948479 
 01/01  14:40:00,,,,,,,,,,,,,,,77267.58555580746,0.0,62499.79248724303,705547.3789084032,0.0,600057.8981962594 
 01/01  14:45:00,,,,,,,,,,,,,,,75723.29102460033,0.0,61230.926928557885,678953.3014692597,0.0,576071.878385889 
 01/01  14:50:00,,,,,,,,,,,,,,,74225.58696689883,0.0,60000.0,652551.3708508344,0.0,552223.7290499022 
 01/01  14:55:00,,,,,,,,,,,,,,,74225.58696689883,0.0,60000.0,626368.1022655087,0.0,527087.7912079895 
 01/01  15:00:00,,,,,,,,,,,,,,,74225.58696689883,0.0,60000.0,600429.4533778074,0.0,502186.68827579627 
 01/01  15:05:00,,,,,,,,,,,,,,,84657.68407595798,0.0,60000.0,574760.7455371082,0.0,467112.63163966589 
 01/01  15:10:00,,,,,,,,,,,,,,,84657.68407595798,0.0,60000.0,549386.5625832261,0.0,442753.41600393908 
 01/01  15:15:00,,,,,,,,,,,,,,,84657.68407595798,0.0,60000.0,524330.6173403466,0.0,418699.70857077467 
 01/01  15:20:00,,,,,,,,,,,,,,,84657.68407595798,0.0,60000.0,499615.57090031079,0.0,394973.2639883403 
 01/01  15:25:00,,,,,,,,,,,,,,,84657.68407595798,0.0,60000.0,475591.73729318196,0.0,371910.38372549667 
 01/01  15:30:00,,,,,,,,,,,,,,,1190640.2030291348,0.0,60000.0,451662.303730019,757044.3914483166,0.0 
 01/01  15:35:00,,,,,,,,,,,,,,,719717.1263979278,0.0,61204.02576701585,416833.37196870738,475842.46543085898,156285.3761228904 
 01/01  15:40:00,,,,,,,,,,,,,,,90412.19329592255,0.0,64726.154250991574,383145.62037632698,0.0,277407.6022653513 
 01/01  15:45:00,,,,,,,,,,,,,,,93534.74516720843,0.0,67289.66307104526,350640.55435525099,0.0,243080.1870138325 
 01/01  15:50:00,,,,,,,,,,,,,,,96953.72797848484,0.0,70095.83610761161,319358.50260254737,0.0,209630.4345199606 
 01/01  15:55:00,,,,,,,,,,,,,,,100565.34676848908,0.0,73059.36002932023,289338.5743192756,0.0,177199.6845780155 
 01/01  16:00:00,,,,,,,,,,,,,,,105046.45679753078,0.0,76735.75219120251,257567.0717771787,0.0,142217.93210856076 
 01/01  16:05:00,,,,,,,,,,,,,,,133066.8309601717,0.0,76380.20895328981,230543.7487102736,0.0,88255.1678016909 
 01/01  16:10:00,,,,,,,,,,,,,,,135879.99770429143,0.0,78686.8727959671,204948.6654058758,0.0,60870.72108534933 
 01/01  16:15:00,,,,,,,,,,,,,,,138932.6961083453,0.0,81189.53879879209,180836.09505319756,0.0,34669.955142724335 
 01/01  16:20:00,,,,,,,,,,,,,,,142180.01643032844,0.0,83851.29162958311,158270.37041102196,0.0,9759.53916425264 
 01/01  16:25:00,,,,,,,,,,,,,,,145499.33363564808,0.0,86571.47970783989,137334.95756602338,13657.774372265641,0.0 
 01/01  16:30:00,,,,,,,,,,,,,,,149268.12353526726,0.0,89659.7075495444,114358.61791766448,39483.85033430936,0.0 
 01/01  16:35:00,,,,,,,,,,,,,,,152555.39339670415,0.0,92352.28636942856,98712.81543237715,57791.09058162209,0.0 
 01/01  16:40:00,,,,,,,,,,,,,,,155776.2964934678,0.0,94989.80592570629,84164.83322148228,74978.05660084481,0.0 
 01/01  16:45:00,,,,,,,,,,,,,,,690873.3430540189,0.0,97671.54283895917,70720.54213577879,622981.6226036713,0.0 
 01/01  16:50:00,,,,,,,,,,,,,,,1386177.7340514409,0.0,100289.20087509832,58402.91646869778,1330110.9342414907,0.0 
 01/01  16:55:00,,,,,,,,,,,,,,,165548.1184783108,0.0,102988.08252125955,47295.93808186932,120144.01791971619,0.0 
 01/01  17:00:00,,,,,,,,,,,,,,,174889.33665593517,0.0,110639.75991257688,0.0,174889.33665593514,0.0 
 01/01  17:05:00,,,,,,,,,,,,,,,191727.02575421328,0.0,107332.65502189679,0.0,191727.02575421328,0.0 
 01/01  17:10:00,,,,,,,,,,,,,,,194125.74806087093,0.0,109291.57813214665,0.0,194125.7480608709,0.0 
 01/01  17:15:00,,,,,,,,,,,,,,,196482.32727226633,0.0,111215.41830074614,0.0,196482.32727226633,0.0 
 01/01  17:20:00,,,,,,,,,,,,,,,198729.14408066713,0.0,113048.79603912845,0.0,198729.1440806671,0.0 
 01/01  17:25:00,,,,,,,,,,,,,,,200888.75764821395,0.0,114810.22777309199,0.0,200888.75764821395,0.0 
 01/01  17:30:00,,,,,,,,,,,,,,,202977.61406844407,0.0,116513.21301139087,0.0,202977.614068444,0.0 
 01/01  17:35:00,,,,,,,,,,,,,,,205002.7721924167,0.0,118163.55678890678,0.0,205002.7721924167,0.0 
 01/01  17:40:00,,,,,,,,,,,,,,,206956.0473332255,0.0,119754.5802760451,0.0,206956.04733322547,0.0 
 01/01  17:45:00,,,,,,,,,,,,,,,208906.73454899324,0.0,121343.03574597313,0.0,208906.73454899324,0.0 
 01/01  17:50:00,,,,,,,,,,,,,,,937651.6309963695,0.0,122907.24249823592,0.0,937651.6309963695,0.0 
 01/01  17:55:00,,,,,,,,,,,,,,,1267884.7471591035,0.0,124298.68329005123,0.0,1267884.7471591032,0.0 
 01/01  18:00:00,,,,,,,,,,,,,,,214231.39081785215,0.0,125674.14402727425,0.0,214231.39081785218,0.0 
 01/01  18:05:00,,,,,,,,,,,,,,,247207.99442240207,0.0,120059.79209029308,0.0,247207.99442240204,0.0 
 01/01  18:10:00,,,,,,,,,,,,,,,249854.73537275895,0.0,122199.85299583397,0.0,249854.73537275895,0.0 
 01/01  18:15:00,,,,,,,,,,,,,,,252676.22695236706,0.0,124481.03376680412,0.0,252676.22695236704,0.0 
 01/01  18:20:00,,,,,,,,,,,,,,,255570.42360013294,0.0,126819.79867040988,0.0,255570.4236001329,0.0 
 01/01  18:25:00,,,,,,,,,,,,,,,258517.47793832076,0.0,129199.87278094753,0.0,258517.4779383207,0.0 
 01/01  18:30:00,,,,,,,,,,,,,,,261589.81988999295,0.0,131680.33573253215,0.0,261589.81988999295,0.0 
 01/01  18:35:00,,,,,,,,,,,,,,,264856.9458264297,0.0,134317.77947014807,0.0,264856.9458264297,0.0 
 01/01  18:40:00,,,,,,,,,,,,,,,302962.55730070566,0.0,168320.64718278149,0.0,302962.55730070566,0.0 
 01/01  18:45:00,,,,,,,,,,,,,,,894840.4573955846,0.0,172940.82732844607,0.0,894840.4573955844,0.0 
 01/01  18:50:00,,,,,,,,,,,,,,,1538531.5665829913,0.0,177675.64029529794,0.0,1538531.566582991,0.0 
 01/01  18:55:00,,,,,,,,,,,,,,,319494.81492935316,0.0,182351.3012963359,0.0,319494.81492935316,0.0 
 01/01  19:00:00,,,,,,,,,,,,,,,325276.7056118911,0.0,187259.88144071945,0.0,325276.70561189108,0.0 
