4.53208731747e-13	20.000368	0.23996	2.483333	0.0
3.18158400247e-13	19.9099800994	0.23996	2.625	0.0
1.79851421717e-13	19.8207896021	0.23996	2.766667	0.0
9.46418706764e-14	19.7327903295	0.23996	2.908333	0.0
5.72134552975e-14	19.6459761296	0.23996	3.05	0.0
6.90026016608e-14	19.5603408928	0.23996	3.191667	0.0
1.6489159857e-13	19.4758785355	0.23996	3.333333	0.0
4.30210161183e-13	19.3925830006	0.23996	3.475	0.0
9.36601832013e-13	19.3104482723	0.23996	3.616667	0.0
1.14002209719e-12	19.2294683609	0.23996	3.758333	0.0
-3.35880512145e-12	19.1496373025	0.23996	3.9	0.0
-3.51258793069e-11	19.070949174	0.23996	3.941667	0.0
6.78898908292e-13	19.753946	0.23228	3.983333	0.0
3.21354077912e-13	19.6725696369	0.23228	4.025	0.0
1.65938700083e-13	19.5918281776	0.23228	4.066667	0.0
8.73468545061e-14	19.5117183459	0.23228	4.108333	0.0
4.14445139802e-14	19.4322368775	0.23228	4.15	0.0
-1.17213123246e-15	19.3533805352	0.23228	4.191667	0.0
-7.92171563548e-14	19.2751460934	0.23228	4.233333	0.0
-2.56267054113e-13	19.1975303378	0.23228	4.275	0.0
-5.843500243e-13	19.1205300813	0.23228	4.316667	0.0
-7.27640988124e-13	19.0441421478	0.23228	4.358333	0.0
2.09912603495e-12	18.9683633726	0.23228	4.4	0.0
2.26880688713e-11	18.8931906176	0.23228	4.266667	0.0
5.34892283178e-13	19.572294	0.23716	4.133333	0.0
3.19157032153e-13	19.4926289612	0.23716	4.0	0.0
1.74737879006e-13	19.4126869958	0.23716	3.866667	0.0
9.19735278686e-14	19.3324695326	0.23716	3.733333	0.0
5.14385690582e-14	19.2519779881	0.23716	3.6	0.0
4.32972140008e-14	19.1712137817	0.23716	3.466667	0.0
7.55228724587e-14	19.0901783203	0.23716	3.333333	0.0
1.79165935836e-13	19.0088729984	0.23716	3.2	0.0
3.81784005559e-13	18.9272992138	0.23716	3.066667	0.0
